
id,name,wikilink,counter,lang,botanist
5668,Agave desmettiana 'Variegata',http://www.jaycjayc.com/agave-desmettiana-dwarfcenturyplant/,5,en,1019
5669,"Sonchus arvensis, Sow Thistle",http://davesgarden.com/guides/pf/go/31951/,1,en,1019
5670,"Lavandula angustifolia, 'Munstead'",http://soquelnursery.com/shrubs_Lavandula_Leptospermum.html,1,en,1019
5671,Huperzia selago,http://en.wikipedia.org/wiki/Huperzia_selago,1,en,1019
5672,Ficus microcarpa,http://davesgarden.com/guides/pf/go/93824/,9,en,1019
5673,Aster amellus,http://en.wikipedia.org/wiki/Aster_amellus,1,en,1019
5674,"Acer opalus, Italian Maple",http://en.wikipedia.org/wiki/Acer_opalus,1,en,1
5675,"Heliotropium curassavicum, salt heliotrope",http://en.wikipedia.org/wiki/Heliotropium_curassavicum,1,en,9
5676,Sanvitalia procumbens,http://en.wikipedia.org/wiki/Sanvitalia_procumbens,1,en,1
5677,"Dracula, orchid ",http://en.wikipedia.org/wiki/Dracula_(orchid),1,en,1019
5678,Iris foetidissima,http://www.perennials.com/plants/iris-foetidissima.html,4,en,1019
5679,Panicum miliaceum,https://gobotany.newenglandwild.org/species/panicum/miliaceum/,2,en,1019
5680,Lonicera nitida 'Elegant',http://www.plantify.co.uk/Lonicera-nitida-Elegant/plant-8415,2,en,1019
5681,"Erica tetralix, Cross-leaved heath",http://en.wikipedia.org/wiki/Erica_tetralix,1,en,1
5682,"Cotoneaster salicifolius, Skalník vrbolistý",http://www.garten.cz/e/cz/00266-skalnik-vrbolisty-cotoneaster-salicifolius/,1,cs,1
5683,"Asplenium ruta-muraria, wall-rue",http://en.wikipedia.org/wiki/Asplenium_ruta-muraria,1,en,9
5684,Pachycereus schottii,http://davesgarden.com/guides/pf/go/59906/,2,en,1
5686,"Celtis occidentalis, Common hackberry  ",http://plants.usda.gov/core/profile?symbol=ceoc,1,en,1002
5687,"Impatiens glandulifera, netýkavka žlaznatá",http://botany.cz/cs/impatiens-glandulifera/,2,cs,9
5688,"Agrostis, Bentgrass",http://en.wikipedia.org/wiki/Agrostis,2,en,1
5689,Lindernia grandiflora,http://davesgarden.com/guides/pf/go/54742/,2,en,16
5690,"Gyroporus castaneus, chestnut bolete",http://en.wikipedia.org/wiki/Gyroporus_castaneus,3,en,9
5691,Plectranthus forsteri 'Aureus Variegatus',http://davesgarden.com/guides/pf/go/56154/,1,en,1019
5692,Kalanchoe gastonis-bonnieri,http://davesgarden.com/guides/pf/go/54444/,1,en,1019
5693,Jacaranda mimosifolia,http://en.wikipedia.org/wiki/Jacaranda_mimosifolia,7,en,1019
5694,Fuchsie fulgens,http://www.anniesannuals.com/plt_lst/lists/search/lst.srch.asp?prodid=2870,1,en,1019
5695,Salix babylonica,http://en.wikipedia.org/wiki/Salix_babylonica,3,en,1019
5696,Podocarpus henkelii,http://davesgarden.com/guides/pf/go/57876/,1,en,1
5697,Tradescantia pallida 'Purpurea',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c137,3,en,1019
5698,Teucrium canadense,http://www.sbs.utexas.edu/bio406d/images/pics/lam/teucrium_canadense.htm,1,en,1
5699,Leea guineensis,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=e971,1,en,1019
5700,Begonia 'Looking Glass',http://davesgarden.com/guides/pf/go/98914/,1,en,1019
5701,"Cuphea viscosissima, Clammy waxweed",https://gobotany.newenglandwild.org/species/cuphea/viscosissima/,1,en,1002
5702,"Picris hieracioides, hawkweed oxtongue",http://www.luontoportti.com/suomi/en/kukkakasvit/hawkweed-oxtongue,1,en,9
5703,Sorbus,http://en.m.wikipedia.org/wiki/Sorbus,2,en,1
5704,Bidens artistosa,http://www.ct-botanical-society.org/galleries/bidensaris.html,2,en,1019
5705,Senna didymobotrya,http://en.wikipedia.org/wiki/Senna_didymobotrya,2,en,1019
5706,Argyranthemum frutescens ,http://keyserver.lucidcentral.org/weeds/data/03030800-0b07-490a-8d04-0605030c0f01/media/Html/Argyranthemum_frutescens_subsp._frutescens.htm,1,en,1019
5707,Eurybia macrophylla,http://www.wildflower.org/plants/result.php?id_plant=EUMA27,1,en,1019
5708,Microstegium vimineum,http://courses.missouristate.edu/pbtrewatha/japanese_stiltgrass.htm,2,en,1019
5709,Symphyotrichum novae-angliae ,http://davesgarden.com/guides/pf/go/54972/,1,en,1019
5710,Quercus muhlenbergii,http://en.wikipedia.org/wiki/Quercus_muehlenbergii,2,en,1019
5711,Cynodon dactylon,http://en.wikipedia.org/wiki/Cynodon_dactylon,2,en,1019
5712,Ilex aquifolium 'Argenteo marginata',http://davesgarden.com/guides/pf/go/53949/,3,en,1019
5713,Cydonia oblonga,http://en.wikipedia.org/wiki/Quince,3,en,1019
5714,Schizanthus pinnatus,http://www.garden.ie/post.aspx?id=77&idpost=7551,1,en,1019
5715,Polymnia canadensis ,http://en.wikipedia.org/wiki/Polymnia_canadensis,1,en,1019
5716,Guzmania,http://cs.wikipedia.org/wiki/Guzm%C3%A1nie,3,cs,1
5717,Persicaria punctata,http://en.wikipedia.org/wiki/Persicaria_punctata,1,en,1019
5718,Kalanchoe marmorata,http://davesgarden.com/guides/pf/go/57334/,1,en,1019
5719,"Menyanthes trifoliata, vachta trojlistá",http://botany.cz/cs/menyanthes-trifoliata/,1,cs,9
5720,"Euphorbia cyathophora, Fire on the Mountain",http://www.wildflower.org/plants/result.php?id_plant=EUCY,1,en,1019
5721,Agave americana marginata alba,http://www.succulentguide.com/cactus/?genus=Agave&species=americana,1,en,1019
5722,Symphyotrichum porteri,http://davesgarden.com/guides/pf/go/122546/,1,en,1019
5723,Salvia greggii,http://aggie-horticulture.tamu.edu/ornamentals/nativeshrubs/salviagreg.htm,5,en,1019
5724,Pavonia lasiopetala,http://www.sbs.utexas.edu/bio406d/images/pics/mlv/pavonia_lasiopetala.htm,1,en,1019
5725,Bambusa ,http://en.wikipedia.org/wiki/Bambusa,6,en,1019
5726,Miscanthus sinensis 'Gracillimus',http://www.highcountrygardens.com/perennial-plants/ornamental-grass/miscanthus-sinensis-gracillimus,6,en,1019
5727,Anthurium 'Rancho Ruffles',http://davesgarden.com/guides/pf/go/178666/,1,en,1019
5728,"Bellis perennis, Daisy",http://www.benary.com/en/product/D2640,2,en,1019
5729,Alocasia 'Hilo Beauty',http://davesgarden.com/guides/pf/go/51592/,1,en,1019
5730,Pistacia chinensis,http://www.arborday.org/treeguide/treeDetail.cfm?ID=112,2,en,1019
5731,Brugmansia,http://en.wikipedia.org/wiki/Brugmansia,2,en,9
5732,"Hylotelephium spectabile, rozchodník nádherný",http://flora.upol.cz/kvetena/info/6973-Hylotelephium-spectabile.html,1,cs,9
5733,Yucca rostrata,http://davesgarden.com/guides/pf/go/59706/,3,en,1019
5734,"Solanum melongena, Aubergine",http://www.spadespatula.com/2011/11/02/beautiful-ghosts-of-the-garden-aka-white-eggplants/,1,en,1019
5735,"Euphorbia helioscopia, pryšec kolovratec",http://botany.cz/cs/euphorbia-helioscopia/,1,cs,9
5736,Amaranthus palmeri ,https://gobotany.newenglandwild.org/species/amaranthus/palmeri/,1,en,1019
5737,Cornus alba,http://en.wikipedia.org/wiki/Cornus_alba,2,en,1019
5738," Ilex verticillata, Winterberry ",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d440,2,en,1002
5739,Sarracenia,http://en.wikipedia.org/wiki/Sarracenia,3,en,1019
5740,"Agaricus arvensis, pečárka ovčí",http://botany.cz/cs/agaricus-arvensis/,1,cs,9
5741,"Epilobium canum, Zauschneria",http://en.wikipedia.org/wiki/Epilobium_canum,4,en,1019
5742,Skimmia ‘Magic Merlot’,http://www.hedging.co.uk/newsletter2007-7.html,1,en,1019
5743,"Strobilanthes dyerianus, Persian Shield",http://davesgarden.com/guides/pf/go/516/,2,en,13
5744,"Sphaeralcea, Cutleaf globemallow",http://davesgarden.com/guides/pf/go/116587/,2,en,1019
5745,Cyperus eragrostis,http://luirig.altervista.org/schedenam/fnam.php?taxon=Cyperus+eragrostis,1,en,1019
5746,Asparagus myriocladus,http://onlineplantguide.com/Plant-Details/200/,1,en,1019
5747,"Abutilon palmeri, Superstition Mallow",http://www.amwua.org/photo_detail.html?recordid=268,1,en,1019
5748,"Oenothera macrocarpa, sundrops",http://en.wikipedia.org/wiki/Oenothera_macrocarpa,1,en,1019
5749,Leucophyllum frutescens,http://davesgarden.com/guides/pf/go/54689/#b,1,en,1019
5750,Juncus effusus 'Spiralis',http://en.wikipedia.org/wiki/Juncus_effusus_,5,en,1
5751,Calendula officinalis nana 'Calypso',http://www.sakataornamentals.com/index.cfm/fuseaction/mobile.plant/plantID/3248/index.htm,1,en,1002
5752,"Ptilotus exaltatus, Pink Mulla mulla",http://en.wikipedia.org/wiki/Ptilotus_exaltatus,1,en,1002
5753,"Lysimachia nummularia, Vrbina penízková",http://cs.wikipedia.org/wiki/Vrbina_pen%C3%ADzkov%C3%A1,1,cs,1
5754,Hoya obovata,http://davesgarden.com/guides/pf/go/57785/,1,en,1
5755,Christia obcordata,http://davesgarden.com/guides/pf/go/102084/,2,en,1
5756,Laetiporus cincinnatus,http://en.wikipedia.org/wiki/Laetiporus,2,en,9
5757,"Equisetum, Přeslička",http://cs.wikipedia.org/wiki/P%C5%99esli%C4%8Dka,1,cs,1
5758,"Begonia boliviensis, Bolivian Begonia 'Chocolate Red'",http://davesgarden.com/guides/pf/showimage/358318/,1,en,1019
5759,"Ludwigia alternafolia, False loosestrife",http://uswildflowers.com/detail.php?SName=Ludwigia%20alternifolia,2,en,1002
5760,"Acalypha rhomboidea, Common three-seeded-Mercury",https://gobotany.newenglandwild.org/species/acalypha/rhomboidea/,1,en,1002
5761,"Fittonia verschaffeltii, Nerve plant",http://www.guide-to-houseplants.com/nerve-plant.html,5,en,1019
5762,Sporobolus,http://en.wikipedia.org/wiki/Sporobolus_heterolepis,1,en,1019
5763,Tipuana tipu,http://keyserver.lucidcentral.org/weeds/data/03030800-0b07-490a-8d04-0605030c0f01/media/Html/Tipuana_tipu.htm,3,en,1019
5764,"Cynanchum laeve, Sand Vine ",http://mdc.mo.gov/discover-nature/field-guide/sand-vine-climbing-milkweed-blue-vine-honey-vine,1,en,1002
5765,Gorgonian,http://en.wikipedia.org/wiki/Gorgonian,1,en,1019
5766,Selenicereus anthonyanus,http://davesgarden.com/guides/pf/go/62665/,6,en,1019
5767,"Gymnocladus dioicus, Kentucky Coffee Tree",http://wcisel.com/plants/kentuckycoffeetree/index.htm,2,en,1019
5768,"Euonymus fortunei, Fortune's Spindle ",http://davesgarden.com/guides/pf/go/132049/,1,en,1019
5769,Jasminum floridum,https://almostedenplants.com/shopping/shopexd.asp?id=851,1,en,1019
5770,"Epilobium hirsutum, Great Willowherb",http://www.wildflowersofireland.net/plant_detail.php?id_flower=316#glos,1,en,1002
5771,"Tripleurospermum inodorum, heřmánkovec nevonný",http://botany.cz/cs/tripleurospermum-inodorum/,1,cs,9
5772,"Campanula patula, zvonek rozkladitý",http://botany.cz/cs/campanula-patula/,2,cs,9
5773,"Crataegus, hloh",http://cs.wikipedia.org/wiki/Hloh,2,cs,1
5774,Aloe vera var. chinensis,http://www.smgrowers.com/products/plants/plantdisplay.asp?cat_id=10&plant_id=118,3,en,1
5775,Disocactus flagelliformis,http://cactiguide.com/cactus/?genus=Disocactus&species=flagelliformis,1,en,13
5776,Albuca spiralis,http://davesgarden.com/guides/pf/go/155645/,1,en,1019
5777,"Hoya carnosa, 'Tricolor'",http://davesgarden.com/guides/pf/go/57703/,4,en,1019
5778,Agave americana 'Variegata',http://davesgarden.com/guides/pf/go/55417/,1,en,1019
5779,Senecio ficoides,http://davesgarden.com/guides/pf/go/67070/,1,en,1019
5780,Maranta leuconeura,http://davesgarden.com/guides/pf/go/1208/,1,en,1019
5781,Salvia leucantha,http://davesgarden.com/guides/pf/go/1837/,12,en,1019
5782,Kalanchoe tomentosa,http://davesgarden.com/guides/pf/go/1182/,1,en,1019
5783,Diplolepis rosae,http://en.wikipedia.org/wiki/Diplolepis_rosae,1,en,1019
5784,"Atriplex sagitta, Lebeda lesklá",http://botany.cz/cs/atriplex-sagittata/,1,cs,1
5785,Cissus sicyoides,http://www.cybertruffle.org.uk/vinales/eng/cissus_sicyoides.htm,1,en,1019
5786," Hypochoeris radicata, Flatweed",http://www.iewf.org/weedid/Hypochoeris_radicata.htm,1,en,1002
5787,Morella cerifera ,http://www.wildflower.org/plants/result.php?id_plant=MOCE2 ,1,en,1019
5788,Pleioblastus,http://en.wikipedia.org/wiki/Pleioblastus,2,en,13
5789,"Colocasia esculenta 'Black Magic', Elephant Ear, Taro",http://davesgarden.com/guides/pf/go/31781/,3,en,13
5790,Leonotis nepetifolia,http://en.wikipedia.org/wiki/Leonotis_nepetifolia,2,en,1019
5791,"Echinocystis lobata, wild cucumber",http://ipcm.wisc.edu/blog/2014/07/bur-and-wild-cucumber-two-native-vines-common-in-wisconsin/,1,en,1019
5792,Aralia racemosa,http://www.monchesfarm.com/FEATUREaralia.htm,1,en,1019
5793,"Linum grandiflorum ‘Rubrum’, Scarlet flax",http://theseedsite.co.uk/profile329.html,1,en,1019
5794,Quercus alba,http://davesgarden.com/guides/pf/showimage/115703/,3,en,1019
5795,Leucanthemum vulgare,http://keyserver.lucidcentral.org/weeds/data/03030800-0b07-490a-8d04-0605030c0f01/media/Html/Leucanthemum_vulgare.htm,1,en,1019
5796,"Ixora taiwanensis, Dwarf Ixora",https://almostedenplants.com/shopping/shopexd.asp?id=9667,2,en,1019
5797,"Camellia sasanqua, Sasanqua Camellia",http://en.wikipedia.org/wiki/Camellia_sasanqua,10,en,1019
5798,Ceiba speciosa,http://davesgarden.com/guides/pf/go/55678/,6,en,1019
5799,Barleria cristata,http://en.wikipedia.org/wiki/Barleria_cristata,4,en,1019
5800,Mandevilla boliviensis,http://en.wikipedia.org/wiki/Mandevilla_boliviensis,5,en,1019
5801,"Spartium junceum, Vítečník sítinový",http://botany.cz/cs/spartium-junceum/,2,cs,1
5802,"Solanum lycopersicum, Rajče",http://cs.wikipedia.org/wiki/Raj%C4%8De_jedl%C3%A9,1,cs,1
5803,"Coprinus comatus, hnojník obecný",http://botany.cz/cs/coprinus-comatus/,1,cs,9
5804,"Phragmites, Common reed",http://en.wikipedia.org/wiki/Phragmites,3,en,1
5805,Parietaria officinalis,http://en.wikipedia.org/wiki/Parietaria_officinalis,1,en,1019
5806,"Dendrophylax lindenii, Ghost Orchid",http://en.wikipedia.org/wiki/Dendrophylax_lindenii,1,en,16
5807,"Conyza canadensis, Horseweed",http://www.illinoiswildflowers.info/weeds/plants/horseweed.htm,1,en,1002
5808,Juniperus scopulorum,http://www.hgtvgardens.com/flowers-and-plants/colorado-red-cedar-juniperus-scopulorum-tollesons-green-weeping,4,en,13
5809,Agave geminiflora,http://davesgarden.com/guides/pf/go/60605/,1,en,1
5810,Mammillaria leuthyi,http://davesgarden.com/guides/pf/go/97426/,2,en,1
5811,Argyroderma,http://en.wikipedia.org/wiki/Argyroderma,1,en,1
5812,"Antirrhinum majus, Snapdragon",http://www.swallowtailgardenseeds.com/annuals/snapdragon.html,1,en,1019
5813,Pistacia lentiscus,http://en.wikipedia.org/wiki/Mastic_%28plant_resin%29,1,en,1019
5814,Thevetia peruviana,http://davesgarden.com/guides/pf/go/2248/,3,en,1019
5815,Ligustrum ovalifolium 'Aureum',http://davesgarden.com/guides/pf/showimage/53752/,2,en,1019
5816,Dieffenbachia 'Sterling',http://davesgarden.com/guides/pf/go/156565/,2,en,1019
5817,"Prunus laurocerasus, Cherry laurel",http://en.wikipedia.org/wiki/Prunus_laurocerasus,3,en,1
5818,Calathea 'Dottie',http://www.exoticangel.com/plant-library/species/calathea/item/134-dottie,1,en,13
5819,Asplenium antiquum 'Crissie',http://oglesbytc.com/catalog/patio-and-garden/ferns/asplenium/asplenium-crissie.html,1,en,13
5820,"Chrysanthemum, Chryzantéma",http://cs.wikipedia.org/wiki/Chryzant%C3%A9ma,4,cs,1
5821,Vriesea splendens,http://www.ceskestavby.cz/rostliny/vriesea/,4,cs,9
5822,Agaricus,http://en.wikipedia.org/wiki/Agaricus,3,en,9
5823,"Symphyotrichum novi-belgii, 'Karmijn Milka'",http://www.millo.ch/images/verdures/zim/0aster.htm,1,en,1019
5824,Clerodendrum,http://en.wikipedia.org/wiki/Clerodendrum,1,en,1019
5825,Pelargonium,http://en.wikipedia.org/wiki/Pelargonium,5,en,1019
5826,Maranta depressa ,http://www.settefrati.com/floricoltura/floricoltura.1/maranta.htm,2,en,1019
5827,"Centaurea nigra, Lesser Knapweed, black Knapweed",http://en.wikipedia.org/wiki/Centaurea_nigra,1,en,1
5828,Nicotiana sylvestris,https://www.rhs.org.uk/Plants/69785/Flowering-tobacco/Details,2,en,1019
5829,Calathea zebrina,http://toptropicals.com/catalog/uid/calathea_zebrina.htm,1,en,1019
5830,Maranta arundinacea,http://en.wikipedia.org/wiki/Maranta_arundinacea,1,en,1019
5831,"Ficus benjamina 'Monique', Weeping fig",http://www.greenplantswap.co.uk/plants/7939-ficus-benjamina-monique,1,en,1019
5832,Physocarpus opulifolius,http://en.wikipedia.org/wiki/Physocarpus_opulifolius,1,en,1019
5833,Kohleria eriantha,http://davesgarden.com/guides/pf/go/68699/,1,en,1019
5834,"Pilea glauca, Gray Artillery Plant ",http://davesgarden.com/guides/pf/go/165168/,1,en,1002
5835,"Amanita rubescens, blusher",http://en.wikipedia.org/wiki/Amanita_rubescens,1,en,9
5836,Solanum integrifolium,http://davesgarden.com/guides/pf/go/193030/,1,en,1019
5837,Nerine bowdenii,https://www.rhs.org.uk/plants/details?plantid=1327,1,en,1019
5838,Heliconia psittacorum  ,http://davesgarden.com/guides/pf/go/55674/,10,en,1019
5839,Betula papyrifera,http://en.wikipedia.org/wiki/Betula_papyrifera,2,en,1019
5840,"Eryngium leavenworthii, Leavenworth's eryngo",http://en.wikipedia.org/wiki/Eryngium_leavenworthii,1,en,1019
5841,"Clematis terniflora, Yam-leaved virgin's-bower",https://gobotany.newenglandwild.org/species/clematis/terniflora/,1,en,1002
5842,Colocasia,http://davesgarden.com/guides/pf/b/Araceae/Colocasia/none/cultivar/0/,3,en,1019
5843,Taxodium ascendens,http://en.wikipedia.org/wiki/Taxodium_ascendens,2,en,1019
5844,Haemaria discolor,http://www.plantoftheweek.org/week016.shtml,2,en,1019
5845,Tabernaemontana corymbosa,http://en.wikipedia.org/wiki/Tabernaemontana_corymbosa,1,en,1019
5846,Cornus sericea ssp. sericea 'Kelseyi',http://www.sevenoaksnativenursery.com/native-plants/trees-and-shrubs/cornus-sericea-kelseyi/,1,en,1019
5847,Acalypha hispaniolae,http://toptropicals.com/catalog/uid/acalypha_hispaniolae.htm,1,en,1019
5848,Sedum rupestre 'Blue Spruce',http://davesgarden.com/guides/pf/go/3294/,1,en,1019
5849,Cynanchum vincetoxicum,http://plants.usda.gov/core/profile?symbol=CYVI3,1,en,1019
5850,"Lespedeza thunbergii, Pink Bush Clover ",http://davesgarden.com/guides/pf/go/878/,2,en,1002
5851,"Ficus triangularis, fíkus",http://www.bonsai-kai.cz/forum/viewtopic.php?f=18&t=241,1,cs,9
5852,Rhododendron simsii,http://www.plantsrescue.com/rhododendron-simsii/,31,en,1019
5853,Indigofera spicata,http://florida.plantatlas.usf.edu/Plant.aspx?id=1817,2,en,1019
5854,"Ramaria, coral fungi",http://en.wikipedia.org/wiki/Ramaria,1,en,9
5855,"Mespilus germanica, medlar",http://en.wikipedia.org/wiki/Mespilus_germanica,1,en,9
5856,"Papaver somniferum, Opium Poppy",http://en.wikipedia.org/wiki/Papaver_somniferum,1,en,9
5857,Amanita,http://en.wikipedia.org/wiki/Amanita,1,en,9
5858,Hedychium,http://en.wikipedia.org/wiki/Hedychium,1,en,1019
5859,Clarkia amoena,http://www.robsplants.com/plants/ClarkAmoen,1,en,1019
5860,Helianthus angustifolius,http://www.mellowmarshfarm.com/plant/Helianthus_angustifolius.shtml,1,en,1019
5861,Gomphrena globosa 'Fireworks',http://davesgarden.com/guides/pf/go/184885/,3,en,16
5862,"Talinum calycinum, Rock pink",http://davesgarden.com/guides/pf/go/899/,1,en,1002
5863,"Scleroderma, earth ball",http://en.wikipedia.org/wiki/Scleroderma_%28fungus%29,2,en,9
5864,Silphium terebinthinaceum,http://dnr.state.il.us/education/classrm/ForYourGardenOct10.htm,1,en,1019
5865,Scabiosa columbaria,http://davesgarden.com/guides/pf/go/31645/,1,en,1019
5866,"Eupatorium cannabinum, sadec konopáč",http://botany.cz/cs/eupatorium-cannabinum/,1,cs,1
5867,"Mentha longifolia, Horse Mint",http://en.wikipedia.org/wiki/Mentha_longifolia,1,en,1
5868,Yucca brevifolia,http://davesgarden.com/guides/pf/go/123/,1,en,1
5869,"Syringa vulgaris 'Lila Wonder', Lilac Wonder",http://www.connonnurseries.com/index.cfm/fuseaction/plants.plantDetail/plant_id/2170/index.htm,1,en,1019
5870,Tillandsia recurvata,http://en.wikipedia.org/wiki/Tillandsia_recurvata,2,en,1019
5871,Smilax,http://en.wikipedia.org/wiki/Smilax_bona-nox,1,en,1019
5872,Miscanthus sinensis 'Adagio',http://baygardens.tripod.com/grasses2.html,1,en,1019
5873,Chamaesaracha,http://en.wikipedia.org/wiki/Chamaesaracha,1,en,1019
5874,"Catharanthus roseus, katarantus",http://botany.cz/cs/catharanthus-roseus/,1,cs,9
5875,"Ipomoea lobata, povijnice",http://botany.cz/cs/ipomoea-lobata/,1,cs,9
5876,"Gazania rigens, gazánie",http://botanika.wendys.cz/kytky/K657.php,1,cs,9
5877,Quercus alba,http://davesgarden.com/guides/pf/go/66279/,1,en,1019
5878,Teucrium chamaedrys,https://www.mountainvalleygrowers.com/teuchamaedrys.htm,1,en,1019
5879,Bidens laevis,https://gobotany.newenglandwild.org/species/bidens/laevis/,2,en,1019
5880,Philodendron 'Autumn',http://davesgarden.com/guides/pf/go/92089/,1,en,1019
5881,Albuca sp,http://kumbulanursery.co.za/plants/albuca-nelsonii,1,en,1019
5882,Pellionia pulchra  ,http://davesgarden.com/guides/pf/go/55463/,3,en,1019
5883,Dracaena fragrans 'Lemon Surprise',http://www.logees.com/dracena-lemon-surprise-dracaena-deremerisis.html,4,en,1019
5884,Ilex vomitoria,http://www.countrysideaustin.com/2010/05/yaupon-holly/,1,en,1
5885,"Chaenomeles, Flowering quince",http://en.wikipedia.org/wiki/Chaenomeles,2,en,1002
5886,Osmanthus x fortunei,http://davesgarden.com/guides/pf/go/117566/,1,en,16
5887,Distictis 'Rivers' ,http://davesgarden.com/guides/pf/go/51743/,2,en,1019
5888,Crassula muscosa,http://davesgarden.com/guides/pf/go/2410/,2,en,1019
5889,Calathea crocata,http://davesgarden.com/guides/pf/go/191779/,5,en,1019
5890,Acrostichum danaeifolium ,http://www.backyardnature.net/yucatan/acrostic.htm,1,en,1019
5891,"Manihot esculenta 'variegata', Variegated Tapioca",http://davesgarden.com/guides/pf/go/64799/,1,en,1019
5892,"Lavatera thuringiaca, slézovec durynský",http://www.naturabohemica.cz/lavatera-thuringiaca/,1,cs,9
5893,"Hypochaeris radicata, prasetník kořenatý",http://botany.cz/cs/hypochaeris-radicata/,1,cs,9
5894,Convolvulus arvensis,http://en.wikipedia.org/wiki/Convolvulus_arvensis,3,en,9
5895,"Hemigraphis alternata, Waffle plant",https://plantdatabase.kwantlen.ca/plant/printableSummary/359,3,en,1019
5896,"Peperomia, Radiator plant",http://en.wikipedia.org/wiki/Peperomia,3,en,1019
5897,Celastrus scandens,http://wisplants.uwsp.edu/scripts/detail.asp?SpCode=CELSCA,2,en,1019
5898,Ctenanthe lubbersiana 'Brazilian Snow',http://davesgarden.com/guides/pf/go/53679/,3,en,1019
5899,Cotoneaster horizontalis,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a370,4,en,1019
5900,Phormium ‘Jubilee’ ,http://www.sunset.com/garden/flowers-plants/western-garden-book/western-garden-book_13,1,en,1019
5901,Cochliasanthus caracalla,http://en.wikipedia.org/wiki/Cochliasanthus,1,en,1019
5902,Chamaesaracha ,http://www.saguaro-juniper.com/i_and_i/flowers/chamaesaracha/chamaesaracha.htm,1,en,1019
5903,Begonia boliviensis,http://wcfcourier.com/crackling-fire-begonia/image_4db72566-ae82-11e2-8f9d-001a4bcf887a.html,1,en,1019
5904,Cotyledon undulata,http://davesgarden.com/guides/pf/go/61699/,1,en,1
5905,"Morus nigra, Morušovník černý",http://botany.cz/cs/morus-nigra/,1,cs,1
5906,"Kummerowia striata, Japanese clover",http://www.invasive.org/weedcd/species/5907.htm,1,en,1002
5907,"Hibiscus cannabinus, Kenaf",http://en.wikipedia.org/wiki/Kenaf,4,en,1019
5908,Sedum spurium 'Voodoo',http://davesgarden.com/guides/pf/go/90720/,1,en,1019
5909,Muhlenbergia capillaris,http://www.northcreeknurseries.com/plantName/Muhlenbergia-capillaris-,6,en,1019
5910,Ficus petiolaris,http://davesgarden.com/guides/pf/go/65145/,1,en,1019
5911,Zantedeschia 'Florex Gold',http://davesgarden.com/guides/pf/go/88289/,1,en,1019
5912,Albizia lebbeck,http://davesgarden.com/guides/pf/go/2051/,2,en,1019
5913,Ficus binnendijkii,http://www.houseofplants.co.uk/feature_house_plant.htm,3,en,1019
5914,Symphyotrichum ericoides ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=j480,2,en,1019
5915,"Ficus carica, Fíkovník smokvoň",http://cs.wikipedia.org/wiki/F%C3%ADkovn%C3%ADk_smokvo%C5%88,1,cs,1019
5916,Tecoma garrocha,http://www.aridzonetrees.com/AZT%20Interactive%20Buttons/Tree%20Index/Cut%20sheets/Tecoma/Tecoma%20garrocha.htm,3,en,1019
5917,"Cantharellus cibarius, liška obecná",http://botany.cz/cs/cantharellus-cibarius/,1,cs,9
5918,"Liquidambar styraciflua, ambroň západní",http://botany.cz/cs/liquidambar-styraciflua/,1,cs,9
5919,Laccaria amethystina,http://en.wikipedia.org/wiki/Laccaria_amethystina,1,en,9
5920,Phosphate,http://bio1903.nicerweb.com/Locked/media/ch37/mineral_deficiency.html,1,en,1019
5921,Opuntia microdasys,http://www.cactus-art.biz/schede/OPUNTIA/Opuntia_microdaysis/Opuntia_microdasys_albata/Opuntia_microdaysis_albata.htm,2,en,1019
5922,Fascicularia bicolor,http://www.shootgardening.co.uk/plant/fascicularia-bicolor,1,en,1019
5923,Peperomia trifolia,http://www.saintlucianplants.com/floweringplants/piperaceae/pepetrif/pepetrif.html,1,en,1019
5924,Galium circaezans,http://www.inaturalist.org/taxa/82372-Galium-circaezans,1,en,1019
5925,"Symplocarpus foetidus, Skunk cabbage",http://www.minnesotawildflowers.info/flower/skunk-cabbage,2,en,13
5926,Cephalotaxus harringtonii,http://en.wikipedia.org/wiki/Cephalotaxus,2,en,1019
5927,"Amanita bisporigera, Destroying Angel",http://mdc.mo.gov/discover-nature/field-guide/destroying-angel,1,en,1002
5928,Abies koreana 'Silberlocke',http://davesgarden.com/guides/pf/showimage/294007/,1,en,16
5930,"Lamium album, Hluchavka bílá",http://botanika.wendys.cz/kytky/K41.php,1,cs,9
5931,Galinsoga parviflora,http://florapittsburghensis.wordpress.com/2013/07/21/pittsburgh-pest-galinsoga-parviflora/,2,en,1019
5932,"Chamaesyce polycarpa, Smallseed Sandmat",http://www.fireflyforest.com/flowers/761/chamaesyce-polycarpa-smallseed-sandmat/,1,en,1019
5933,Antigonon leptopus,http://aggie-horticulture.tamu.edu/newsletters/hortupdate/2008/sep08/Coralvine.html,2,en,1019
5934,Rosa chinensis,http://www.mortellaros.com/index.cfm/fuseaction/plants.plantDetail/plant_id/205/index.htm,1,en,1019
